Name,Gender,Course,Round,Hole,Par,Score,FIR,GIR,Approach.Dist,Putts,Exp_Putts,strokesgained,PuttLength
Player 15,Female,Avalon Lakes Golf Club,Qualifying,9,4,4,Hit,Hit,51-75 yards,2,2.055,0.05500000000000016,40
Player 10,Male,Pittsburgh Field Club,Qualifying,10,4,5,Missed,Miss,126-150 yards,2,2.055,0.05500000000000016,40
Player 11,Male,Columbus Country Club,Tournament,2,4,4,Missed,Hit,126-150 yards,2,2.07,0.06999999999999984,42
Player 3,Male,San Destin Resort - Raven,Tournament,18,4,4,Hit,Hit,126-150 yards,2,2.07,0.06999999999999984,42
Player 16,Female,Longue Vue Club,Qualifying,1,4,5,Hit,Hit,126-150 yards,3,2.07,-0.9300000000000002,42
Player 3,Male,PGA National - Champions,Tournament,16,4,4,Missed,Hit,176-200 yards,2,2.07,0.06999999999999984,42
Player 20,Female,Indiana Country Club,Qualifying,8,4,4,Missed,Hit,126-150 yards,2,2.078,0.07799999999999985,43
Player 3,Male,San Destin Resort - Raven,Tournament,18,4,4,Hit,Hit,101-125 yards,2,2.086,0.08599999999999985,44
Player 3,Male,Pittsburgh Field Club,Qualifying,17,4,4,Missed,Hit,101-125 yards,2,2.086,0.08599999999999985,44
Player 15,Female,Nemacolin Resort - Shepards Rock,Qualifying,1,5,6,Hit,Miss,101-125 yards,2,2.094,0.09399999999999986,45
Player 3,Male,San Destin Resort - Raven,Tournament,6,3,3,Not Applicable (PAR 3),Hit,176-200 yards,2,2.094,0.09399999999999986,45
Player 11,Male,Meadville Country Club,Tournament,11,4,5,Missed,Hit,151-175 yards,3,2.094,-0.9060000000000001,45
Player 11,Male,Longue Vue Club,Qualifying,9,4,4,Missed,Hit,151-175 yards,2,2.094,0.09399999999999986,45
Player 12,Male,Avalon Lakes Golf Club,Qualifying,3,5,4,Hit,Hit,176-200 yards,2,2.094,0.09399999999999986,45
Player 8,Male,Indiana Country Club,Qualifying,2,4,5,Missed,Hit,76-100 yards,3,2.094,-0.9060000000000001,45
Player 10,Male,Indiana Country Club,Qualifying,5,5,6,Missed,Hit,76-100 yards,3,2.094,-0.9060000000000001,45
Player 12,Male,Nemacolin Resort - Shepards Rock,Qualifying,12,3,4,Not Applicable (PAR 3),Hit,151-175 yards,3,2.094,-0.9060000000000001,45
Player 1,Male,Longue Vue Club,Qualifying,1,4,4,Missed,Hit,126-150 yards,2,2.094,0.09399999999999986,45
Player 2,Male,Longue Vue Club,Qualifying,9,4,5,Missed,Hit,225 + yards,3,2.094,-0.9060000000000001,45
Player 20,Female,Meadville Country Club,Tournament,2,4,5,Missed,Hit,126-150 yards,3,2.094,-0.9060000000000001,45
Player 11,Male,Columbus Country Club,Tournament,16,4,5,Hit,Hit,151-175 yards,3,2.094,-0.9060000000000001,45
Player 18,Female,Longue Vue Club,Qualifying,5,3,4,Not Applicable (PAR 3),Hit,176-200 yards,3,2.094,-0.9060000000000001,45
Player 2,Male,Indiana Country Club,Qualifying,5,4,6,Hit,Miss,51-75 yards,3,2.094,-0.9060000000000001,45
Player 2,Male,Longue Vue Club,Qualifying,2,4,5,Hit,Hit,101-125 yards,3,2.094,-0.9060000000000001,45
Player 9,Male,Meadville Country Club,Tournament,18,4,5,Missed,Hit,126-150 yards,3,2.094,-0.9060000000000001,45
Player 5,Male,Longue Vue Club,Qualifying,17,4,4,Hit,Hit,151-175 yards,2,2.094,0.09399999999999986,45
Player 8,Male,Longue Vue Club,Qualifying,8,5,4,Hit,Hit,225 + yards,2,2.094,0.09399999999999986,45
Player 1,Male,Longue Vue Club,Qualifying,15,5,7,Missed,Miss,126-150 yards,3,2.094,-0.9060000000000001,45
Player 12,Male,San Destin Resort - Raven,Tournament,5,4,4,Missed,Hit,101-125 yards,2,2.094,0.09399999999999986,45
Player 16,Female,Indiana Country Club,Qualifying,7,3,4,Not Applicable (PAR 3),Hit,126-150 yards,3,2.094,-0.9060000000000001,45
Player 11,Male,Longue Vue Club,Qualifying,12,3,3,Not Applicable (PAR 3),Hit,176-200 yards,2,2.094,0.09399999999999986,45
Player 1,Male,Longue Vue Club,Qualifying,3,3,4,Not Applicable (PAR 3),Miss,201-225 yards,2,2.094,0.09399999999999986,45
Player 11,Male,Columbus Country Club,Tournament,5,4,4,Hit,Hit,176-200 yards,2,2.094,0.09399999999999986,45
Player 3,Male,Columbus Country Club,Tournament,3,4,5,Hit,Hit,151-175 yards,3,2.094,-0.9060000000000001,45
Player 3,Male,PGA National - Champions,Tournament,9,4,4,Hit,Hit,126-150 yards,2,2.094,0.09399999999999986,45
Player 11,Male,Columbus Country Club,Tournament,1,4,5,Hit,Hit,101-125 yards,3,2.102,-0.8980000000000001,46
Player 16,Female,Avalon Lakes Golf Club,Qualifying,5,4,4,Hit,Miss,Less than 50 yards,2,2.11,0.10999999999999988,47
Player 8,Male,Longue Vue Club,Qualifying,12,3,4,Not Applicable (PAR 3),Hit,176-200 yards,3,2.118,-0.8820000000000001,48
Player 11,Male,Longue Vue Club,Qualifying,18,4,4,Hit,Hit,176-200 yards,2,2.118,0.11799999999999988,48
Player 6,Male,Longue Vue Club,Qualifying,15,5,5,Missed,Hit,225 + yards,3,2.135,-0.8650000000000002,50
Player 1,Male,Nemacolin Resort - Shepards Rock,Qualifying,14,3,4,Not Applicable (PAR 3),Hit,126-150 yards,3,2.135,-0.8650000000000002,50
Player 9,Male,Meadville Country Club,Tournament,10,4,4,Missed,Hit,176-200 yards,2,2.135,0.1349999999999998,50
Player 8,Male,Sedgefield Country Club - Dye Course,Tournament,17,4,4,Hit,Hit,176-200 yards,2,2.135,0.1349999999999998,50
Player 11,Male,San Destin Resort - Raven,Tournament,1,4,4,Hit,Hit,126-150 yards,2,2.135,0.1349999999999998,50
Player 11,Male,Sedgefield Country Club - Dye Course,Tournament,14,4,5,Hit,Miss,176-200 yards,2,2.135,0.1349999999999998,50
Player 20,Female,Meadville Country Club,Tournament,9,5,5,Hit,Hit,201-225 yards,3,2.135,-0.8650000000000002,50
Player 15,Female,Indiana Country Club,Qualifying,6,4,5,Missed,Hit,126-150 yards,3,2.135,-0.8650000000000002,50
Player 20,Female,Indiana Country Club,Qualifying,14,4,5,Missed,Hit,126-150 yards,3,2.135,-0.8650000000000002,50
Player 16,Female,Avalon Lakes Golf Club,Qualifying,2,4,5,Hit,Hit,101-125 yards,3,2.143,-0.8570000000000002,51
Player 16,Female,Meadville Country Club,Tournament,13,3,3,Not Applicable (PAR 3),Hit,126-150 yards,2,2.143,0.1429999999999998,51
Player 11,Male,San Destin Resort - Raven,Tournament,10,4,4,Missed,Hit,101-125 yards,2,2.152,0.15200000000000014,52
Player 3,Male,Columbus Country Club,Tournament,6,4,4,Hit,Hit,151-175 yards,2,2.168,0.16800000000000015,54
Player 8,Male,Longue Vue Club,Competitive,7,4,4,Hit,Hit,225 + yards,3,2.168,-0.8319999999999999,54
Player 16,Female,Meadville Country Club,Tournament,15,4,5,Hit,Miss,101-125 yards,3,2.168,-0.8319999999999999,54
Player 11,Male,Longue Vue Club,Qualifying,3,3,3,Not Applicable (PAR 3),Hit,201-225 yards,2,2.177,0.17700000000000005,55
Player 8,Male,Longue Vue Club,Qualifying,18,4,7,Hit,Miss,176-200 yards,3,2.177,-0.823,55
Player 3,Male,Sedgefield Country Club - Dye Course,Tournament,6,4,4,Hit,Hit,126-150 yards,2,2.177,0.17700000000000005,55
Player 11,Male,Pittsburgh Field Club,Qualifying,14,3,3,Not Applicable (PAR 3),Hit,201-225 yards,2,2.177,0.17700000000000005,55
Player 1,Male,Indiana Country Club,Qualifying,12,4,5,Hit,Hit,101-125 yards,3,2.218,-0.782,60
Player 3,Male,Sedgefield Country Club - Dye Course,Tournament,18,4,4,Missed,Hit,126-150 yards,2,2.218,0.21799999999999997,60
Player 8,Male,PGA National - Champions,Tournament,2,4,5,Missed,Miss,176-200 yards,3,2.218,-0.782,60
Player 11,Male,Longue Vue Club,Qualifying,9,4,4,Hit,Hit,176-200 yards,2,2.218,0.21799999999999997,60
Player 6,Male,Columbus Country Club,Tournament,18,5,4,Missed,Hit,176-200 yards,1,2.218,1.218,60
Player 16,Female,Indiana Country Club,Qualifying,13,4,5,Hit,Hit,151-175 yards,3,2.218,-0.782,60
Player 1,Male,Longue Vue Club,Qualifying,5,3,4,Not Applicable (PAR 3),Hit,176-200 yards,3,2.218,-0.782,60
Player 11,Male,Longue Vue Club,Qualifying,15,5,5,Hit,Hit,225 + yards,3,2.218,-0.782,60
Player 9,Male,Meadville Country Club,Tournament,16,4,4,Hit,Hit,101-125 yards,2,2.218,0.21799999999999997,60
Player 8,Male,PGA National - Champions,Tournament,10,5,5,Missed,Hit,76-100 yards,2,2.218,0.21799999999999997,60
Player 3,Male,Indiana Country Club,Qualifying,3,3,4,Not Applicable (PAR 3),Hit,176-200 yards,3,2.218,-0.782,60
Player 8,Male,Longue Vue Club,Qualifying,15,5,6,Missed,Hit,126-150 yards,3,2.257,-0.7429999999999999,65
Player 11,Male,Longue Vue Club,Qualifying,7,4,5,Missed,Hit,Less than 50 yards,3,2.293,-0.7069999999999999,70
Player 2,Male,Longue Vue Club,Qualifying,5,3,3,Not Applicable (PAR 3),Hit,176-200 yards,2,2.384,0.3839999999999999,183
